id;libelle;txt;lib_ref_merimee;lib_num_mh;lib_datation;lib_prescription_particuliere;lib_adresse;lib_url_merimee;lib_protection;lib_patrimoine_mondial;lib_autre_nom;lib_url_photo;lib_ref_cadastrale;meta_insee;meta_siren;meta_datcreat;meta_datmaj;meta_datsupp;meta_source;meta_genealogie;meta_resolution;meta_observations;etiq_x;etiq_y;meta_actif;lamb93_x;lamb93_y;gps_x_long;gps_y_lat;latitude;longitude
"99";"Hôtel Geoffroy";"Hôtel Geoffroy";"PA00081857";"";"";"Façades et toitures de la maison de maître, y compris la terrasse sur jardin avec son escalier d'accès et la galerie sous la terrasse ; vestibule et hall d'entrée ; grand escalier et sa cage ; sol du jardin et sol de la cour ; murs de clôture ; pièces suivantes, au rez-de-chaussée surélevé de la maison de maître : regardant le jardin, salon Louis XVI, galerie Renaissance et salon Louis XIV avec leurs décors, regardant la rue, ancien office avec son poële en faïence (cad. DI 9) : classement par arrêté du 31 mars 1992";"13 rue Victor-Hugo";"http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00081857";"Classé";"";"Hôtel Geoffroy";"";"1998 DI 9";"84007";"218400075";"20070612000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"844586.5064352972";"6318132.01153445";"4.801177599537426";"43.947349099635694";"43.947349099635694";"4.801177599537426"
"100";"Chapelle de la Visitation";"Chapelle de la Visitation";"PA00081829";"";"";"Chapelle en totalité ; façades et toitures des bâtiments conventuels, y compris les deux ailes du cloître ; le grand escalier (cad. DM 478) : classement par arrêté du 13 octobre 1988";"35 rue Paul-Saien";"http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00081829";"Classé";"";"Couvent de la Visitation (ancien)";"";"1998 DM 478";"84007";"218400075";"20070612000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"845490.9690728135";"6318224.732768636";"4.812467451238741";"43.947997098702395";"43.947997098702395";"4.812467451238741"
"101";"Hôtel de Ratta";"Hôtel de Ratta";"PA00132746";"88";"";"Ancien hôtel de Ratta en totalité, y compris le balcon situé dans la cour intérieure et reliant l'aile sud à l'aile nord, le sol de la cour intérieure, le passage reliant cette cour à la rue Saint-Agricol et son sol ainsi que le portail ouvrant 19 bis rue Saint-Agricol (cad. DI 515, 514) : inscription par arrêté du 11 mai 1994";"19bis rue Saint-Agricol";"http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00132746";"Inscrit";"";"Hôtel de Ratta";"";"1998 DI 515, 514";"84007";"218400075";"20070612000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"844865.5966887509";"6318277.304769317";"4.804694500057774";"43.94859900067192";"43.94859900067192";"4.804694500057774"
"102";"Couvent de Sainte-Praxède";"Couvent de Sainte-Praxède";"PA00081827";"";"";"Tour d'Espagne : inscription par arrêté du 23 avril 1953";"4 rue Petite-Calade";"http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00081827";"Inscrit";"";"Couvent Sainte-Praxède (ancien)";"";"1998 BE 247";"84007";"218400075";"20070612000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"844781.0305793425";"6318200.823883897";"4.803619606909182";"43.94792826752564";"43.94792826752564";"4.803619606909182"
"103";"Chapelle Saint-Charles";"Chapelle Saint-Charles";"PA00081820";"16";"";"-En totalité, la chapelle Saint-Charles et sa sacristie (cad. LL 670) : classement par arrêté du 22 mars 1965-Galeries du cloître et le portail monumental sur rue : inscription par arrêté du 16 septembre 1953";"";"http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00081820";"Classé";"";"Grand séminaire Saint-Charles de la Croix (ancien)";"";"1998 DH 229, 305";"84007";"218400075";"20070612000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"844761.348013669";"6317951.947074119";"4.80330370224515";"43.94569309767364";"43.94569309767364";"4.80330370224515"
"104";"Immeuble";"Immeuble";"PA00081887";"";"";"Façades et toitures sur la rue Bonneterie et sur la cour intérieure ; plafond à caissons du porche d'entrée ; escalier avec sa rampe en fer forgé ; salon du 18e siècle avec son décor (cad. DL 337) : inscription par arrêté du 20 janvier 1976";"54 rue de la Bonneterie";"http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00081887";"Inscrit";"";"Hôtel 54, rue Bonneterie";"";"1998 DL 337";"84007";"218400075";"20070612000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"845308.2387007002";"6318102.33426974";"4.810156919781157";"43.94693356666446";"43.94693356666446";"4.810156919781157"
"105";"Chapelle et pont Saint-Bénézet";"Chapelle et pont Saint-Bénézet";"PA00081815";"8";"";"Chapelle et pont Saint-Bénézet : classement par liste de 1840";"29 quai de la Ligne";"http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00081815";"Classé";"oui";"Pont et chapelle Saint-Bénézet (anciens)";"";"1998 DI 502";"84007";"218400075";"20070612000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"844879.1443248105";"6318849.6186013855";"4.805026165933362";"43.953745494924";"43.953745494924";"4.805026165933362"
"106";"Chapelle Sainte-Catherine (ancienne)";"Chapelle Sainte-Catherine (ancienne)";"PA00081819";"15";"";"Chapelle Sainte-Catherine (ancienne) (cad. DK 338) : inscription par arrêté du 25 avril 1974";"Rue Sainte-Catherine";"http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00081819";"Inscrit";"";"Couvent Sainte-Catherine (ancien)";"";"1974 DK 338 ; 1998 DK 900";"84007";"218400075";"20070612000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"845275.9107666168";"6318499.402890775";"4.80986769537998";"43.95051277127738";"43.95051277127738";"4.80986769537998"
"107";"Hôtel de Félix";"Hôtel de Félix";"PA00081853";"54";"";"Le premier et second étage de la façade ainsi que la toiture de l'Hôtel de Félix sis rue de la Bonneterre : inscription par arrêté du 11 juillet 1929";"52 rue de la Bonneterie";"http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00081853";"Inscrit";"";"Hôtel de Félix";"";"1998 DL 327";"84007";"218400075";"20070612000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"845287.7176765827";"6318122.816674562";"4.809907218996769";"43.94712208536756";"43.94712208536756";"4.809907218996769"
"108";"Palais du Roure";"Palais du Roure";"PA00081942";"25";"";"Ensemble du Palais du Roure  : classement par arrêté du 19 novembre 1941";"Rue du Collège-du-Roure";"http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00081942";"Classé";"";"Hôtel de Baroncelli-Javon (ancien)";"";"1998 DI 449";"84007";"218400075";"20070612000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"844926.9686793189";"6318258.031052832";"4.805453299509435";"43.94841296447923";"43.94841296447923";"4.805453299509435"
"109";"Hôtel Madon de Chateaublanc (voir aussi Hôtel Adhémar de Cransac)";"Hôtel Madon de Chateaublanc (voir aussi Hôtel Adhémar de Cransac)";"PA00081862";"39";"";"-parcelle n° 122 (actuellement hôtel Madon de Châteaublanc), section DK : les façades et les toitures sur rues et sur cour et la cour intérieure caladée ; l'escalier d'honneur avec sa rampe en fer forgé ; les pièces suivantes avec leur décor : au rez-de-chaussée, vestibule d'entrée, salle à manger ; au premier étage, salon de musique, chambre aux Natoire et antichambre de l'aile Nord-parcelle n° 121 (actuellement hôtel d'Adhémar de Cransac), section DK : la cour caladée ; l'escalier d'honneur avec sa rampe à balustres ; les trois salons du premier étage donnant sur la rue du Vice Légat avec leur décor  : classement par arrêté du 27 juin 1983";"13 rue Banasterie ; 11 rue Taulignan ; 2 rue du Vice-Légat";"http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00081862";"Inscrit";"";"Hôtel Madon de Chateaublanc";"";"1998 DK 121";"84007";"218400075";"20070612000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"845163.4085768387";"6318457.882757118";"4.808454772887775";"43.95016239828469";"43.95016239828469";"4.808454772887775"
"110";"Hôtel Berton des Balbes de Crillon";"Hôtel Berton des Balbes de Crillon";"PA00081848";"48";"";"-Toiture : classement par arrêté du 26 mai 1951-Façades sur cour et grand escalier : inscription par arrêté du 4 octobre 1932-Façade : classement par arrêté du 26 juin 1915";"Rue du Roi-René";"http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00081848";"Classé";"";"Hôtel Crillon";"";"1998 DL 285";"84007";"218400075";"20070612000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"845144.7406243554";"6318091.644868936";"4.808117829150868";"43.94687110058457";"43.94687110058457";"4.808117829150868"
"111";"Hôtel de la Croix-Blanche";"Hôtel de la Croix-Blanche";"PA00081850";"50";"";"";"Rue Carreterie";"http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00081850";"Inscrit";"";"";"";"";"84007";"218400075";"20070612000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"845563.9302443801";"6318478.082083808";"4.813448523072351";"43.95026147651358";"43.95026147651358";"4.813448523072351"
"112";"Immeuble";"Immeuble";"PA00081888";"88";"";"-Escalier intérieur avec sa rampe en fer forgé ; grand salon au premier étage et petit salon au deuxième étage avec leur décor de gypseries (cad. DI 469) : classement par arrêté du 29 août 1977-Façades et toitures (cad. DI 469) : inscription par arrêté du 29 août 1977";"16 rue de la Bouquerie";"http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00081888";"Classé";"";"Hôtel 16, rue Bouquerie";"";"1977 DI 469 ; 1998 DI 696, 697";"84007";"218400075";"20070612000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"844854.5212921395";"6318160.213667525";"4.804523244469163";"43.94754777617742";"43.94754777617742";"4.804523244469163"
"113";"Maisons et tour de Mirault";"Maisons et tour de Mirault";"PA00081926";"";"";"Façades et toitures des maisons sises place du palais, n°11, 13 et 13bis et la tour de Mirault : inscription par arrêté du 16 mai 1927";"11-13-13bis place du Palais-d'Avignon";"http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00081926";"Inscrit";"";"Maison 11, place du Palais";"";"1998 DI 324";"84007";"218400075";"20070612000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"844981.705486019";"6318547.853788383";"4.806217529119648";"43.95100931959478";"43.95100931959478";"4.806217529119648"
"114";"Hôtel du Laurens";"Hôtel du Laurens";"PA00081858";"58";"";"La façade et la rampe d'escalier en fer forgé: inscription par arrêté du 23 novembre 1949";"Plan de Lunel";"http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00081858";"Inscrit";"";"Maison du notaire Cairanne";"";"1998 DI 548";"84007";"218400075";"20070612000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"844853.959932111";"6318498.146593126";"4.804612447896937";"43.950588372987745";"43.950588372987745";"4.804612447896937"
